Page URL,Page Title,ILR,Raw ILR,Unique Pageviews,Crawl Depth,HTTP Status Code,"Page (HTML) Load Time, sec",Schema.org (Microdata),Schema.org (JSON-LD),Open Graph,Twitter Cards,Microformats,Canonicalization,In sitemap,Incoming Internal Links,Outgoing Internal Links,Outgoing External Links,AMP link,Hreflang Links,Hreflang Issues,JS and CSS Number,"JS and CSS Size, KB",Issues,Description,Blocked AI search bots
https://www.mtalotekniikka.fi/ilmastointihuolto.html,,-,0.045844103207186265,n/a,1,308,0.015,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/index.html,,-,0.045844103207186265,n/a,1,308,0.012,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/keittioremontti.html,,-,0.045844103207186265,n/a,1,308,0.011,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/kylpyhuoneremontti.html,,-,0.045844103207186265,n/a,1,308,0.011,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/lampopumppu-asennus.html,,-,0.045844103207186265,n/a,1,308,0.017,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/projektit.html,,-,0.045844103207186265,n/a,1,308,0.021,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/putkityot.html,,-,0.045844103207186265,n/a,1,308,0.024,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/sahkoautonlataus.html,,-,0.045844103207186265,n/a,1,308,0.01,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/sahkotyot.html,,-,0.045844103207186265,n/a,1,308,0.015,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/tietosuoja.html,,-,0.045844103207186265,n/a,1,308,0.069,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/verkkokauppa.html,,-,0.045844103207186265,n/a,1,308,0.011,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/yhteystiedot.html,,-,0.045844103207186265,n/a,1,308,0.013,0,0,0,0,0,-,0,33,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/ajankohtaista.html,,-,0.04481659018812472,n/a,1,308,0.015,0,0,0,0,0,-,0,30,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/cdn-cgi/l/email-protection,,-,0.04481659018812472,n/a,1,404,0.006,0,0,0,0,0,-,0,30,0,0,0,-,-,0,0,1,-,Google-Extended
https://www.mtalotekniikka.fi/rekry.html,,-,0.04481659018812472,n/a,1,308,0.014,0,0,0,0,0,-,0,30,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/tietoa.html,,-,0.04481659018812472,n/a,1,308,0.013,0,0,0,0,0,-,0,30,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/ukk.html,,-,0.04481659018812472,n/a,1,308,0.016,0,0,0,0,0,-,0,30,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/vikapalvelu-tampere,Vikapalvelu Tampere | M Talotekniikka,74,0.015342512121784425,n/a,1,200,0.029,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,24,24/7 vikapalvelu sähkö- ja lvi-ongelmiin pirkanmaalla. toimintaohjeet ja nopea vaste.,Google-Extended
https://mtalotekniikka.fi/sahkoautonlataus-tampere,Sähköauton lataus Tampere | M Talotekniikka,71,0.015104147513159069,n/a,1,200,0.027,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,24,"kotilataus, taloyhtiöiden ja yritysten latausratkaisut tampereella ja pirkanmaalla.",Google-Extended
https://mtalotekniikka.fi/putkityot-tampere,Putkityöt Tampere | M Talotekniikka,68,0.013234632643394539,n/a,1,200,0.034,0,0,0,0,0,Canonical to other page,0,1,20,0,0,-,-,2,8,23,"putkityöt tampereella ja pirkanmaalla: vuodot, vesikalusteet, käyttövesiremontit ja huollot yhdeltä lvi-tiimiltä.",Google-Extended
https://www.mtalotekniikka.fi/vikapalvelu-tampere,Vikapalvelu Tampere | M Talotekniikka,65,0.01314675048257628,n/a,1,200,0.047,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,24,24/7 vikapalvelu sähkö- ja lvi-ongelmiin pirkanmaalla. toimintaohjeet ja nopea vaste.,Google-Extended
https://mtalotekniikka.fi/kylpyhuoneremontti-tampere,Kylpyhuoneremontti Tampere | M Talotekniikka,62,0.01308333460871624,n/a,1,200,0.036,0,0,0,0,0,Canonical to other page,0,1,23,0,0,-,-,3,8,26,kylpyhuoneremontit vtt-sertifioidulla vedeneristyksellä ja dokumentoinnilla.,Google-Extended
https://mtalotekniikka.fi/aurinkopaneelit-tampere,Aurinkopaneelit Tampere | M Talotekniikka,59,0.012956546713310247,n/a,2,200,0.037,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,24,aurinkopaneelien suunnittelu ja asennus pirkanmaalla. dokumentoitu käyttöönotto ja huolto.,Google-Extended
https://www.mtalotekniikka.fi/sahkoautonlataus-tampere,Sähköauton lataus Tampere | M Talotekniikka,56,0.012943199245891678,n/a,1,200,0.04,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,24,"kotilataus, taloyhtiöiden ja yritysten latausratkaisut tampereella ja pirkanmaalla.",Google-Extended
https://mtalotekniikka.fi/lvi,LVI-palvelut & putkityöt Pirkanmaalla | M Talotekniikka,53,0.01188435578077186,n/a,1,200,0.032,0,1,1,0,0,Canonical to other page,0,1,23,0,0,-,-,3,8,27,"lvi-palvelut: putkiremontit, lämmitysjärjestelmät, ilmanvaihto ja huollot pirkanmaalla. päivystys, suunnittelu ja dokumentointi yhdeltä kumppanilta.",Google-Extended
https://mtalotekniikka.fi/vikapalvelu-tampere.html,,-,0.011648440236280814,n/a,1,308,0.012,0,0,0,0,0,-,0,7,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/putkityot-tampere,Putkityöt Tampere | M Talotekniikka,50,0.011526589675228967,n/a,1,200,0.034,0,0,0,0,0,Canonical to other page,0,1,20,0,0,-,-,2,8,23,"putkityöt tampereella ja pirkanmaalla: vuodot, vesikalusteet, käyttövesiremontit ja huollot yhdeltä lvi-tiimiltä.",Google-Extended
https://www.mtalotekniikka.fi/kylpyhuoneremontti-tampere,Kylpyhuoneremontti Tampere | M Talotekniikka,47,0.011493688521840836,n/a,1,200,0.035,0,0,0,0,0,Canonical to other page,0,1,23,0,0,-,-,3,8,26,kylpyhuoneremontit vtt-sertifioidulla vedeneristyksellä ja dokumentoinnilla.,Google-Extended
https://mtalotekniikka.fi/sahkoautonlataus-tampere.html,,-,0.011411392831884594,n/a,1,308,0.013,0,0,0,0,0,-,0,6,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/aurinkopaneelit-tampere,Aurinkopaneelit Tampere | M Talotekniikka,44,0.011320846790353062,n/a,2,200,0.044,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,24,aurinkopaneelien suunnittelu ja asennus pirkanmaalla. dokumentoitu käyttöönotto ja huolto.,Google-Extended
https://mtalotekniikka.fi/ilmastointihuolto-tampere,Ilmanvaihtotyöt Tampere | M Talotekniikka,41,0.011314717066873821,n/a,2,200,0.052,0,0,0,0,0,Canonical to other page,0,1,19,0,0,-,-,2,8,22,"ilmanvaihdon huollot, mittaukset ja säädöt pirkanmaalla. iv-koneet, kanavien puhdistus ja tasapainotus raportoituna.",Google-Extended
https://mtalotekniikka.fi/lampopumppu-asennus-tampere,Lämpöpumppu asennus Tampere | M Talotekniikka,41,0.011314717066873821,n/a,2,200,0.041,0,0,0,0,0,Canonical to other page,0,1,19,0,0,-,-,2,8,22,"lämpöpumput tampereella ja pirkanmaalla: mitoitus, asennus, käyttöönotto ja huolto yhdeltä tiimiltä.",Google-Extended
https://mtalotekniikka.fi/huoneistoremontti-tampere,Huoneistoremontti Tampere | M Talotekniikka,38,0.011043486886897732,n/a,2,200,0.041,0,0,0,0,0,Canonical to other page,0,1,23,0,0,-,-,3,8,26,huoneistoremontit ja pintojen päivitykset pirkanmaalla. selkeä aikataulu ja dokumentointi.,Google-Extended
https://mtalotekniikka.fi/keittioremontti-tampere,Keittiöremontti Tampere | M Talotekniikka,38,0.011043486886897732,n/a,2,200,0.116,0,0,0,0,0,Canonical to other page,0,1,23,0,0,-,-,3,8,26,"keittiöremontit avaimet käteen pirkanmaalla. kalusteet, sähkö- ja putkikytkennät.",Google-Extended
https://mtalotekniikka.fi/lvi-vikapalvelu-tampere,LVI-vikapalvelu Tampere | M Talotekniikka,35,0.01069812836174612,n/a,2,200,0.054,0,0,0,0,0,Canonical to other page,0,1,22,0,0,-,-,3,8,26,"24/7 lvi-päivystys pirkanmaalla. vuodot, tukokset ja lämmitysongelmat.",Google-Extended
https://www.mtalotekniikka.fi/lvi,LVI-palvelut & putkityöt Pirkanmaalla | M Talotekniikka,32,0.010679893308859866,n/a,1,200,0.048,0,1,1,0,0,Canonical to other page,0,1,23,0,0,-,-,3,8,27,"lvi-palvelut: putkiremontit, lämmitysjärjestelmät, ilmanvaihto ja huollot pirkanmaalla. päivystys, suunnittelu ja dokumentointi yhdeltä kumppanilta.",Google-Extended
https://mtalotekniikka.fi/saneeraus,Korjaussaneeraus Pirkanmaalla | M Talotekniikka,29,0.010152683149346671,n/a,1,200,0.033,0,1,1,0,0,Canonical to other page,0,1,23,0,0,-,-,3,8,27,"korjaussaneeraus huoneistoihin, taloyhtiöihin ja liiketiloihin pirkanmaalla. vesivahinkojen ensivaste, märkätilat, keittiöt ja linjasaneeraukset yhdeltä sopimukselta.",Google-Extended
https://www.mtalotekniikka.fi/ilmastointihuolto-tampere,Ilmanvaihtotyöt Tampere | M Talotekniikka,26,0.010046696796782547,n/a,2,200,0.041,0,0,0,0,0,Canonical to other page,0,1,19,0,0,-,-,2,8,22,"ilmanvaihdon huollot, mittaukset ja säädöt pirkanmaalla. iv-koneet, kanavien puhdistus ja tasapainotus raportoituna.",Google-Extended
https://www.mtalotekniikka.fi/lampopumppu-asennus-tampere,Lämpöpumppu asennus Tampere | M Talotekniikka,26,0.010046696796782547,n/a,2,200,0.072,0,0,0,0,0,Canonical to other page,0,1,19,0,0,-,-,2,8,22,"lämpöpumput tampereella ja pirkanmaalla: mitoitus, asennus, käyttöönotto ja huolto yhdeltä tiimiltä.",Google-Extended
https://mtalotekniikka.fi/sahkotyot-tampere,Sähkötyöt Tampere | M Talotekniikka,24,0.009965832636313395,n/a,2,200,0.043,0,0,0,0,0,Canonical to other page,0,1,24,0,0,-,-,3,8,27,"sähkötyöt tampereella ja pirkanmaalla: asennukset, remontit ja vikakorjaukset yhdeltä tiimiltä.",Google-Extended
https://www.mtalotekniikka.fi/huoneistoremontti-tampere,Huoneistoremontti Tampere | M Talotekniikka,21,0.00993745191368187,n/a,2,200,0.083,0,0,0,0,0,Canonical to other page,0,1,23,0,0,-,-,3,8,26,huoneistoremontit ja pintojen päivitykset pirkanmaalla. selkeä aikataulu ja dokumentointi.,Google-Extended
https://www.mtalotekniikka.fi/keittioremontti-tampere,Keittiöremontti Tampere | M Talotekniikka,21,0.00993745191368187,n/a,2,200,0.033,0,0,0,0,0,Canonical to other page,0,1,23,0,0,-,-,3,8,26,"keittiöremontit avaimet käteen pirkanmaalla. kalusteet, sähkö- ja putkikytkennät.",Google-Extended
https://www.mtalotekniikka.fi/lvi-vikapalvelu-tampere,LVI-vikapalvelu Tampere | M Talotekniikka,18,0.009636730915479832,n/a,2,200,0.062,0,0,0,0,0,Canonical to other page,0,1,22,0,0,-,-,3,8,26,"24/7 lvi-päivystys pirkanmaalla. vuodot, tukokset ja lämmitysongelmat.",Google-Extended
https://mtalotekniikka.fi/putkityot-tampere.html,,-,0.00953758633133231,n/a,1,308,0.013,0,0,0,0,0,-,0,6,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/vikapalvelu-tampere.html,,-,0.009486685720371396,n/a,1,308,0.015,0,0,0,0,0,-,0,5,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/kylpyhuoneremontti-tampere.html,,-,0.009386389456478034,n/a,1,308,0.016,0,0,0,0,0,-,0,6,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/aurinkopaneelit-tampere.html,,-,0.009290327875573096,n/a,2,308,0.06,0,0,0,0,0,-,0,5,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/sahkoautonlataus-tampere.html,,-,0.009282959070120157,n/a,1,308,0.077,0,0,0,0,0,-,0,4,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/saneeraus,Korjaussaneeraus Pirkanmaalla | M Talotekniikka,15,0.009255493579996806,n/a,1,200,0.095,0,1,1,0,0,Canonical to other page,0,1,23,0,0,-,-,3,8,28,"korjaussaneeraus huoneistoihin, taloyhtiöihin ja liiketiloihin pirkanmaalla. vesivahinkojen ensivaste, märkätilat, keittiöt ja linjasaneeraukset yhdeltä sopimukselta.",Google-Extended
https://www.mtalotekniikka.fi/sahkotyot-tampere,Sähkötyöt Tampere | M Talotekniikka,12,0.009105081828452294,n/a,2,200,0.047,0,0,0,0,0,Canonical to other page,0,1,24,0,0,-,-,3,8,27,"sähkötyöt tampereella ja pirkanmaalla: asennukset, remontit ja vikakorjaukset yhdeltä tiimiltä.",Google-Extended
https://mtalotekniikka.fi/lvi.html,,-,0.008180397055876549,n/a,1,308,0.019,0,0,0,0,0,-,0,9,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/lvi-tampere,LVI Tampere | M Talotekniikka,9,0.008037041740600114,n/a,2,200,0.036,0,0,0,0,0,Canonical to other page,0,1,22,0,0,-,-,3,8,26,"putkityöt, lämmitys ja ilmanvaihto tampereella ja pirkanmaalla. päivystys 24/7.",Google-Extended
https://www.mtalotekniikka.fi/putkityot-tampere.html,,-,0.007861436411250615,n/a,1,308,0.012,0,0,0,0,0,-,0,4,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/kylpyhuoneremontti-tampere.html,,-,0.007828638044495887,n/a,1,308,0.016,0,0,0,0,0,-,0,4,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/aurinkopaneelit-tampere.html,,-,0.0076557714642629705,n/a,2,308,0.07,0,0,0,0,0,-,0,3,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/ilmastointihuolto-tampere.html,,-,0.007643136921971006,n/a,2,308,0.07,0,0,0,0,0,-,0,5,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/lampopumppu-asennus-tampere.html,,-,0.007643136921971006,n/a,2,308,0.012,0,0,0,0,0,-,0,5,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/lvi-tampere,LVI Tampere | M Talotekniikka,6,0.007633141124458188,n/a,2,200,0.044,0,0,0,0,0,Canonical to other page,0,1,22,0,0,-,-,3,8,26,"putkityöt, lämmitys ja ilmanvaihto tampereella ja pirkanmaalla. päivystys 24/7.",Google-Extended
https://mtalotekniikka.fi/ostoskori,Ostoskori | M Talotekniikka,3,0.007532288799153538,n/a,0,200,0.037,0,0,0,0,0,Canonical to other page,0,1,21,0,0,-,-,3,8,25,tarkista tilauksesi ja siirry snipcart-kassalle. sähkö- ja lvi-palvelut sekä tarvikkeet yhdessä ostoskorissa.,Google-Extended
https://mtalotekniikka.fi/huoneistoremontti-tampere.html,,-,0.007371792743718558,n/a,2,308,0.082,0,0,0,0,0,-,0,5,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/keittioremontti-tampere.html,,-,0.007371792743718558,n/a,2,308,0.07,0,0,0,0,0,-,0,5,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/lvi-vikapalvelu-tampere.html,,-,0.007025736495495705,n/a,2,308,0.014,0,0,0,0,0,-,0,4,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/lvi.html,,-,0.007010265424682931,n/a,1,308,0.013,0,0,0,0,0,-,0,7,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/saneeraus.html,,-,0.006448547144216007,n/a,1,308,0.013,0,0,0,0,0,-,0,4,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/ilmastointihuolto-tampere.html,,-,0.00637718584689346,n/a,2,308,0.02,0,0,0,0,0,-,0,3,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/lampopumppu-asennus-tampere.html,,-,0.00637718584689346,n/a,2,308,0.072,0,0,0,0,0,-,0,3,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/sahkotyot-tampere.html,,-,0.006293923744808838,n/a,2,308,0.025,0,0,0,0,0,-,0,3,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/huoneistoremontti-tampere.html,,-,0.006267786917381254,n/a,2,308,0.014,0,0,0,0,0,-,0,3,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/keittioremontti-tampere.html,,-,0.006267786917381254,n/a,2,308,0.014,0,0,0,0,0,-,0,3,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/lvi-vikapalvelu-tampere.html,,-,0.005966558899542536,n/a,2,308,0.021,0,0,0,0,0,-,0,2,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/saneeraus.html,,-,0.005584185881194609,n/a,1,308,0.014,0,0,0,0,0,-,0,2,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/sahkotyot-tampere.html,,-,0.0054338332025610555,n/a,2,308,0.013,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/lvi-tampere.html,,-,0.004359343995012309,n/a,2,308,0.061,0,0,0,0,0,-,0,3,1,0,0,-,-,0,0,0,-,Google-Extended
https://www.mtalotekniikka.fi/lvi-tampere.html,,-,0.003956998275337423,n/a,2,308,0.016,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/ostoskori.html,,-,0.00385581823904921,n/a,0,308,0.029,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,Google-Extended
https://mtalotekniikka.fi/llms.txt,,-,-,n/a,0,200,0.057,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,1,-,Google-Extended
https://mtalotekniikka.fi/sitemap.xml,,-,-,n/a,0,200,0.116,0,0,0,0,0,-,0,0,-,-,0,-,-,-,-,0,-,Google-Extended
